upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
C1510R0301,15,1510,R,1510R,C1510R03,C1510R031,7,3.66465357587688,35.705073072937004,59.6665397715774,200,6,7,,7,140,100.0,C1510R03,27.15,-81.01
C1510R0401,15,1510,R,1510R,C1510R04,C1510R041,7,17.5376123611573,38.8942710496476,113.39639038275499,203,6,7,,7,140,100.0,C1510R04,26.97,-80.32
C1510W0101,15,1510,W,1510W,C1510W01,C1510W011,3,14.376941910613198,66.1405335010265,119.404581301227,100,3,3,,3,100,100.0,C1510W01,33.58,-88.35
C1510W0201,15,1510,W,1510W,C1510W02,C1510W021,4,17.4503226553423,79.31699950372631,86.2886765245376,60,4,4,,4,60,100.0,C1510W02,31.93,-89.18
C1510W0301,15,1510,W,1510W,C1510W03,C1510W031,5,31.7443323587454,79.78089299798141,98.6237845897059,150,5,5,,5,150,100.0,C1510W03,32.57,-87.34
C1510W0501,15,1510,W,1510W,C1510W05,C1510W051,8,38.493597429495004,98.6047330653213,107.39226505015499,105,7,8,,8,105,100.0,C1510W05,29.23,-81.29
C1510W0601,15,1510,W,1510W,C1510W06,C1510W061,4,15.455106638745,70.6658657466965,90.4933921041952,120,4,4,,4,120,100.0,C1510W06,30.8,-86.05
C1510W1001,15,1510,W,1510W,C1510W10,C1510W101,5,9.786172555836028,27.741679484636396,38.0113966131349,150,5,5,,5,150,100.0,C1510W10,32.32,-87.16
C1510X0101,15,1510,X,1510X,C1510X01,C1510X011,3,8.82845016979818,24.6391301559085,59.076943768895,100,3,3,,3,100,100.0,C1510X01,33.52,-88.9
C1510X0201,15,1510,X,1510X,C1510X02,C1510X021,4,16.2221624577005,37.8889002330409,55.125064018803606,100,4,4,,4,100,100.0,C1510X02,35.73,-88.56
C1510X0301,15,1510,X,1510X,C1510X03,C1510X031,4,7.3380531208248305,17.5530945322554,43.6515364748737,101,4,4,,4,101,100.0,C1510X03,33.68,-89.3
C1510X0401,15,1510,X,1510X,C1510X04,C1510X041,3,21.3567979519489,92.0574147012011,136.55285555622498,52,3,3,,3,52,100.0,C1510X04,33.71,-88.76
C1510X0501,15,1510,X,1510X,C1510X05,C1510X051,4,7.000115911365429,24.881712766139803,45.64948706992471,100,4,4,,4,100,100.0,C1510X05,33.97,-89.42
C1511C0101,15,1511,C,1511C,C1511C01,C1511C011,5,3.38035752671771,6.74215596474482,14.4369240594071,204,4,5,,5,117,100.0,C1511C01,27.42,-81.06
C1511C0201,15,1511,C,1511C,C1511C02,C1511C021,6,5.1134519880452505,24.4334817705651,89.68026044970921,102,6,6,,6,102,100.0,C1511C02,27.28,-82.18
C1511C0401,15,1511,C,1511C,C1511C04,C1511C041,6,4.9535347556877305,9.998598605399302,73.955300345225,204,5,6,,6,130,100.0,C1511C04,27.47,-80.92
C1511F0101,15,1511,F,1511F,C1511F01,C1511F011,5,9.8147071744616,49.4967988124123,122.503564082092,100,5,5,,5,100,100.0,C1511F01,27.68,-80.83
C1511F0301,15,1511,F,1511F,C1511F03,C1511F031,6,26.4545623199364,82.069375690913,132.383463586965,100,5,6,,6,100,100.0,C1511F03,28.37,-82.04
C1511F0401,15,1511,F,1511F,C1511F04,C1511F041,8,39.766665193296,136.97311660874598,,125,4,8,,8,37,30.0,C1511F04,28.59,-82.58
C1511F0701,15,1511,F,1511F,C1511F07,C1511F071,7,21.362255766860002,69.97387111764439,164.786408530628,100,7,7,,7,100,100.0,C1511F07,29.27,-81.49
C1511F0901,15,1511,F,1511F,C1511F09,C1511F091,9,19.472625754353,46.9211493028192,,183,7,9,,9,86,30.0,C1511F09,28.54,-82.4
C1511P0101,15,1511,P,1511P,C1511P01,C1511P011,7,24.555118714204898,36.9022735967212,59.854079725322705,204,5,7,,7,127,100.0,C1511P01,27.21,-81.65
C1511P0201,15,1511,P,1511P,C1511P02,C1511P021,7,5.656959363582811,32.7841348296474,78.71953637569659,204,5,7,,7,114,100.0,C1511P02,27.51,-82.09
C1511P0301,15,1511,P,1511P,C1511P03,C1511P031,6,14.340610518103599,57.6451411198008,62.8274639449609,200,5,6,,6,127,100.0,C1511P03,27.14,-81.1
C1511P0501,15,1511,P,1511P,C1511P05,C1511P051,8,11.0570690972741,19.2287981803296,102.02330240708099,200,5,8,,8,100,100.0,C1511P05,27.09,-81.91
C1511P0901,15,1511,P,1511P,C1511P09,C1511P091,5,10.2426273788437,23.399379711045498,48.316878084737795,100,5,5,,5,100,100.0,C1511P09,27.77,-80.52
C1511R0301,15,1511,R,1511R,C1511R03,C1511R031,7,11.762815879681801,31.5579993581156,71.1576868820511,204,4,7,,7,100,100.0,C1511R03,27.57,-81.02
C1511R0401,15,1511,R,1511R,C1511R04,C1511R041,7,9.76711992319369,29.768808278825603,36.8559029485228,200,5,7,,7,100,100.0,C1511R04,27.43,-80.64
C1511R0501,15,1511,R,1511R,C1511R05,C1511R051,5,26.707228364393398,62.6807705198091,99.23657792088851,203,5,5,,5,203,100.0,C1511R05,27.09,-80.64
C1511R0701,15,1511,R,1511R,C1511R07,C1511R071,8,9.2587440696693,20.1437390096423,135.981657077253,120,6,8,,8,110,100.0,C1511R07,27.83,-80.56
C1511W0101,15,1511,W,1511W,C1511W01,C1511W011,5,14.013183583566502,34.0829277393056,125.32064510732799,204,5,5,,5,204,100.0,C1511W01,27.54,-82.11
C1511W0201,15,1511,W,1511W,C1511W02,C1511W021,6,73.72276823959851,307.837520224784,326.579577110915,203,6,6,,6,203,100.0,C1511W02,32.75,-81.82
C1511W0401,15,1511,W,1511W,C1511W04,C1511W041,4,31.191376613165804,45.3251204207185,50.8227689239756,102,4,4,,4,102,100.0,C1511W04,32.72,-81.85
C1511W0501,15,1511,W,1511W,C1511W05,C1511W051,6,66.3831188683105,153.41075087713,238.250501965815,100,6,6,,6,100,100.0,C1511W05,27.59,-80.49
C1511W0601,15,1511,W,1511W,C1511W06,C1511W061,6,24.697477740311605,45.0152560380085,59.0100219078345,105,5,6,,6,105,100.0,C1511W06,27.91,-81.04
C1512C0201,15,1512,C,1512C,C1512C02,C1512C021,4,99.19931556852508,406.85259858452,1270.75442695091,72,4,4,,4,72,100.0,C1512C02,26.97,-80.32
C1512C0401,15,1512,C,1512C,C1512C04,C1512C041,5,28.7524481778322,70.00377801186261,164.923931753483,203,4,5,,5,125,100.0,C1512C04,27.12,-80.48
C1512C0501,15,1512,C,1512C,C1512C05,C1512C051,3,76.3588439495572,207.826776232542,329.764225550722,204,3,3,,3,204,100.0,C1512C05,26.68,-80.98
C1512C0601,15,1512,C,1512C,C1512C06,C1512C061,7,30.416334403586898,246.24952878395302,,200,4,7,,7,89,30.0,C1512C06,27.25,-81.21
C1512C0701,15,1512,C,1512C,C1512C07,C1512C071,4,156.084105015198,989.3412382901871,1293.1571588142501,110,4,4,,4,110,100.0,C1512C07,27.7,-80.67
C1512C9501,15,1512,C,1512C,C1512C95,C1512C951,5,33.285890971780894,713.747120034491,1179.7703850927,203,4,5,,5,160,100.0,C1512C95,27.7,-80.67
C1512F0201,15,1512,F,1512F,C1512F02,C1512F021,4,16.4189687089996,36.1259261120864,139.488072316185,100,4,4,,4,100,100.0,C1512F02,30.03,-83.18
C1512F0301,15,1512,F,1512F,C1512F03,C1512F031,3,45.2580001850622,271.548001110373,392.891458429245,102,3,3,,3,102,100.0,C1512F03,30.57,-83.13
C1512F0401,15,1512,F,1512F,C1512F04,C1512F041,5,192.433968907934,1064.81114213754,1892.8767679628302,100,5,5,,5,100,100.0,C1512F04,29.24,-81.19
C1512F0501,15,1512,F,1512F,C1512F05,C1512F051,3,190.234540796809,1166.77853244689,4007.6611172644502,152,2,3,,3,147,100.0,C1512F05,29.83,-83.02
C1512F0701,15,1512,F,1512F,C1512F07,C1512F071,5,2.116058358375,845.7186013253281,2756.8313681211403,105,5,5,,5,105,100.0,C1512F07,30.64,-88.42
C1512F1001,15,1512,F,1512F,C1512F10,C1512F101,4,61.4797273979873,405.46117798478105,1216.00470247839,203,4,4,,4,203,100.0,C1512F10,30.69,-88.53
C1512P0401,15,1512,P,1512P,C1512P04,C1512P041,6,117.22459168146099,577.404626993097,627.84443956677,100,6,6,,6,100,100.0,C1512P04,27.63,-80.67
C1512P0701,15,1512,P,1512P,C1512P07,C1512P071,5,64.5342482465314,336.66481907087996,556.639355729202,204,4,5,,5,127,100.0,C1512P07,27.37,-81.22
C1512W0101,15,1512,W,1512W,C1512W01,C1512W011,2,39.4938543769322,236.963126261593,,75,1,2,,2,58,30.0,C1512W01,30.46,-86.17
C1512W0201,15,1512,W,1512W,C1512W02,C1512W021,4,203.85113801644798,539.942117615326,647.915966241322,102,4,4,,4,102,100.0,C1512W02,29.58,-82.74
C1512W0301,15,1512,W,1512W,C1512W03,C1512W031,4,187.67940232023201,1103.87979425144,1895.5889056898002,100,4,4,,4,100,100.0,C1512W03,28.54,-82.63
C1512W0401,15,1512,W,1512W,C1512W04,C1512W041,4,159.365599793969,752.780484858127,2034.50662126145,204,3,4,,4,150,100.0,C1512W04,25.88,-81.38
C1512W0601,15,1512,W,1512W,C1512W06,C1512W061,5,34.79963497248,208.79780983487998,429.625961450246,203,5,5,,5,203,100.0,C1512W06,30.53,-83.82
C1512W0801,15,1512,W,1512W,C1512W08,C1512W081,5,206.407954107917,1152.13684548983,2923.5083634464504,120,5,5,,5,120,100.0,C1512W08,28.43,-82.65
C1512W0901,15,1512,W,1512W,C1512W09,C1512W091,3,120.00679436848,556.901504377758,691.226872750181,100,3,3,,3,100,100.0,C1512W09,30.23,-85.16
C1512W7501,15,1512,W,1512W,C1512W75,C1512W751,4,26.109477068835,179.61848931390202,510.429058235066,203,3,4,,4,129,100.0,C1512W75,27.1,-80.14
C1601F01-1,16,1601,F,1601F,C1601F01,C1601F011,5,34.6955001015632,47.032363553074504,55.3331615271111,75,4,5,67.0,4,67,100.0,C1601F01,34.36,-94.5
C1601F02-1,16,1601,F,1601F,C1601F02,C1601F021,4,28.961663030582198,183.42293301497398,357.62843805056804,100,4,4,,4,100,100.0,C1601F02,34.05,-95.59
C1601F04-1,16,1601,F,1601F,C1601F04,C1601F041,4,20.3095285409369,64.6513045500166,64.6513045500166,28,3,4,28.0,3,28,100.0,C1601F04,35.65,-93.71
C1601F05-1,16,1601,F,1601F,C1601F05,C1601F051,4,11.1403335033647,21.2222587312267,25.0748043550554,43,3,4,43.0,3,43,100.0,C1601F05,35.28,-95.99
C1601F06-1,16,1601,F,1601F,C1601F06,C1601F061,6,17.834755412470802,58.463829057586004,91.11547180108481,89,5,6,89.0,5,89,100.0,C1601F06,35.8,-94.61
C1601F10-1,16,1601,F,1601F,C1601F10,C1601F101,6,7.34665735737649,41.2288414021768,48.5551835447748,90,5,6,56.0,5,56,100.0,C1601F10,35.41,-94.1
C1601P01-1,16,1601,P,1601P,C1601P01,C1601P011,5,6.7386126581865,22.792881834690398,26.4279902453397,46,4,5,40.0,4,40,100.0,C1601P01,35.23,-92.27
C1601P02-1,16,1601,P,1601P,C1601P02,C1601P021,4,15.8305850636622,32.0370517446453,33.382625472335604,37,3,4,37.0,3,37,100.0,C1601P02,35.23,-92.31
C1601P03-1,16,1601,P,1601P,C1601P03,C1601P031,6,28.7570458113087,67.1017597839605,100.976584176539,74,5,6,64.0,5,64,100.0,C1601P03,35.07,-95.22
C1601P04-1,16,1601,P,1601P,C1601P04,C1601P041,4,8.76538408712096,22.498009232730197,24.497133144085698,44,3,4,44.0,3,44,100.0,C1601P04,35.5,-93.61
C1601P10-1,16,1601,P,1601P,C1601P10,C1601P101,5,11.4603421748524,25.6358974247572,27.362613993770104,39,4,5,39.0,4,39,100.0,C1601P10,35.29,-92.3
C1601R02-1,16,1601,R,1601R,C1601R02,C1601R021,5,12.828073296122401,36.631926614543794,42.3979401884207,50,3,5,41.0,3,41,100.0,C1601R02,35.36,-94.59
C1601R03-1,16,1601,R,1601R,C1601R03,C1601R031,5,17.6393604985754,75.4640134663214,92.9780354284581,73,3,5,50.0,3,50,100.0,C1601R03,35.62,-96.11
C1601R04-1,16,1601,R,1601R,C1601R04,C1601R041,3,13.4567683779031,31.790730398446897,31.790730398446897,40,2,3,28.0,2,28,100.0,C1601R04,34.73,-94.99
C1601R05-1,16,1601,R,1601R,C1601R05,C1601R051,4,6.349680547640309,19.8080808808023,29.355646438677603,53,3,4,53.0,3,53,100.0,C1601R05,35.31,-96.08
C1602C01-1,16,1602,C,1602C,C1602C01,C1602C011,6,4.529141714753849,29.937465600636703,50.6962049194979,108,6,6,,6,108,100.0,C1602C01,34.55,-89.79
C1602C03-1,16,1602,C,1602C,C1602C03,C1602C031,6,7.8829909365112805,26.968063752290803,67.6979542855567,100,6,6,,6,100,100.0,C1602C03,37.25,-89.0
C1602C04-1,16,1602,C,1602C,C1602C04,C1602C041,4,7.051411320384001,35.8218838118292,66.2067852793441,100,4,4,,4,100,100.0,C1602C04,34.68,-90.66
C1602C05-1,16,1602,C,1602C,C1602C05,C1602C051,6,7.4156263267427995,33.8664289844494,72.8018535030677,100,6,6,,6,100,100.0,C1602C05,36.88,-89.07
C1602C09-1,16,1602,C,1602C,C1602C09,C1602C091,5,3.4311836907884103,14.9783315713468,29.487858271091397,100,5,5,,5,100,100.0,C1602C09,34.26,-90.71
C1602C93-1,16,1602,C,1602C,C1602C93,C1602C931,5,10.1867081201704,28.0801391286365,43.5170056848446,100,5,5,,5,100,100.0,C1602C93,32.98,-91.08
C1602C95-1,16,1602,C,1602C,C1602C95,C1602C951,5,5.625067920912,30.190473642528502,57.45627858473679,100,5,5,,5,100,100.0,C1602C95,36.25,-89.49
C1602F03-1,16,1602,F,1602F,C1602F03,C1602F031,6,17.1105472324388,51.398804850230206,81.5460832757154,100,6,6,,6,100,100.0,C1602F03,33.97,-94.43
C1602F04_1,16,1602,F,1602F,C1602F04,C1602F041,3,0.922775188865376,3.5252741155555802,21.3078771487945,150,3,3,,3,150,100.0,C1602F04,33.4,-93.71
C1602F05-1,16,1602,F,1602F,C1602F05,C1602F051,5,41.293846939304295,54.87046859050321,76.3677435947577,100,5,5,,5,100,100.0,C1602F05,30.38,-91.65
C1602F07-1,16,1602,F,1602F,C1602F07,C1602F071,5,18.370144434436,57.275505063034295,85.2246072660528,100,5,5,,5,100,100.0,C1602F07,34.65,-89.89
C1602F09-1,16,1602,F,1602F,C1602F09,C1602F091,4,20.092494442040802,58.0962577820873,79.4621621766738,66,4,4,,4,66,100.0,C1602F09,34.43,-93.68
C1602P01-1,16,1602,P,1602P,C1602P01,C1602P011,4,14.1458511821715,58.140561965573305,103.14468232419901,100,4,4,,4,100,100.0,C1602P01,34.94,-93.08
C1602P02-1,16,1602,P,1602P,C1602P02,C1602P021,5,11.894033507138401,26.927694647761896,45.67274485513,100,5,5,,5,100,100.0,C1602P02,34.97,-89.48
C1602P04-1,16,1602,P,1602P,C1602P04,C1602P041,5,13.9321303551881,39.3017780260745,54.2382394516023,100,5,5,,5,100,100.0,C1602P04,32.7,-93.77
C1602P06-1,16,1602,P,1602P,C1602P06,C1602P061,5,27.3171304799165,35.7880199534071,52.7950618603718,100,5,5,,5,100,100.0,C1602P06,35.69,-89.49
C1602P08-1,16,1602,P,1602P,C1602P08,C1602P081,6,28.040339798534102,65.4356282587318,107.217649604891,200,5,6,,6,144,100.0,C1602P08,31.96,-94.82
C1602P93-1,16,1602,P,1602P,C1602P93,C1602P931,5,19.734007645870896,56.350941193969994,,200,3,5,,5,52,30.0,C1602P93,30.79,-94.87
C1602R98-1,16,1602,R,1602R,C1602R98,C1602R981,5,45.9686368594548,107.22050717719401,173.915963891137,200,5,5,,5,200,100.0,C1602R98,30.25,-95.48
C1602W02-1,16,1602,W,1602W,C1602W02,C1602W021,5,7.778275376390161,90.49573978837891,260.323961899748,100,5,5,,5,100,100.0,C1602W02,37.0,-89.14
C1602W03-1,16,1602,W,1602W,C1602W03,C1602W031,4,20.864235998989802,62.896665758369,124.781114623139,100,4,4,,4,100,100.0,C1602W03,35.41,-89.98
C1602W09-1,16,1602,W,1602W,C1602W09,C1602W091,8,21.4917457226091,83.9479869705537,127.45928174655701,203,6,8,,8,140,100.0,C1602W09,34.19,-92.51
C1602X02-1,16,1602,X,1602X,C1602X02,C1602X021,6,22.8364954481322,47.8020947664549,,100,5,6,,6,79,30.0,C1602X02,36.81,-89.07
C1602X04-1,16,1602,X,1602X,C1602X04,C1602X041,5,20.0542800485891,54.7456317730659,83.5919325315037,100,5,5,,5,100,100.0,C1602X04,31.33,-90.75
C1602X05-1,16,1602,X,1602X,C1602X05,C1602X051,4,13.6823157836465,43.8826016317345,87.7304603877867,100,4,4,,4,100,100.0,C1602X05,33.74,-90.06
C1603C01-1,16,1603,C,1603C,C1603C01,C1603C011,4,8.15156963686998,33.611818841543304,64.55632008680139,100,4,4,,4,100,100.0,C1603C01,29.91,-92.18
C1603C02-1,16,1603,C,1603C,C1603C02,C1603C021,8,7.3807034590135006,36.610402171928705,77.18701634381421,203,5,8,,8,107,100.0,C1603C02,34.34,-91.21
2011-AR147-C1603C03-1,16,1603,C,1603C,C1603C03,C1603C031,4,8.07194716483285,34.54592530434,70.0587716992811,100,4,4,,4,100,100.0,C1603C03,35.09,-91.07
C1603C05-1,16,1603,C,1603C,C1603C05,C1603C051,4,7.05987522774023,33.7850020964545,76.1301641266355,100,4,4,,4,100,100.0,C1603C05,34.95,-90.45
2011-MO143-C1603C06-1,16,1603,C,1603C,C1603C06,C1603C061,5,4.8320439994328,33.4922536456436,50.99596230847071,100,5,5,,5,100,100.0,C1603C06,36.83,-89.68
C1603F01-1,16,1603,F,1603F,C1603F01,C1603F011,4,19.573403620471698,45.5725021173709,78.6501840020448,100,4,4,,4,100,100.0,C1603F01,32.32,-92.77
C1603F03-1,16,1603,F,1603F,C1603F03,C1603F031,7,16.6682902226133,88.80720866871941,121.626932624258,100,7,7,,7,100,100.0,C1603F03,31.16,-92.21
C1603F04-1,16,1603,F,1603F,C1603F04,C1603F041,5,19.9521374344397,40.251536086129796,55.8548717228265,100,5,5,,5,100,100.0,C1603F04,30.52,-90.33
C1603F05-1,16,1603,F,1603F,C1603F05,C1603F051,4,12.005571568290401,49.5282837253333,120.724065440082,100,4,4,,4,100,100.0,C1603F05,33.06,-93.49
C1603F06-1,16,1603,F,1603F,C1603F06,C1603F061,3,13.9188838995334,37.5730555000177,58.7741386770508,100,3,3,,3,100,100.0,C1603F06,31.4,-92.03
C1603F07-1,16,1603,F,1603F,C1603F07,C1603F071,5,11.731664224886199,27.993887746783,40.052261215559,100,5,5,,5,100,100.0,C1603F07,31.61,-92.26
C1603P02-1,16,1603,P,1603P,C1603P02,C1603P021,5,11.557954773909,24.6882430353187,43.2235900305978,150,5,5,,5,150,100.0,C1603P02,33.91,-95.36
C1603P04-1,16,1603,P,1603P,C1603P04,C1603P041,6,2.60623579705132,16.090728539691803,32.105178092073004,100,6,6,,6,100,100.0,C1603P04,34.24,-93.84
C1603P05-1,16,1603,P,1603P,C1603P05,C1603P051,5,13.498768667899599,24.3586564049376,65.09481371495531,203,3,5,,5,111,100.0,C1603P05,32.85,-95.28
C1603P95-1,16,1603,P,1603P,C1603P95,C1603P951,7,11.175538286577302,24.9799944490208,40.8780189345868,200,7,7,,7,200,100.0,C1603P95,31.89,-94.3
C1603P97-1,16,1603,P,1603P,C1603P97,C1603P971,5,16.3064949800526,27.8337078844553,54.32453585457029,100,5,5,,5,100,100.0,C1603P97,31.02,-92.06
C1603R02-1,16,1603,R,1603R,C1603R02,C1603R021,4,19.1626609431367,53.647815471392406,112.880962742461,100,4,4,,4,100,100.0,C1603R02,34.57,-96.1
C1603R03-1,16,1603,R,1603R,C1603R03,C1603R031,5,10.634476384264302,39.777498138345706,104.964460964856,100,5,5,,5,100,100.0,C1603R03,34.0,-95.29
C1603R04-1,16,1603,R,1603R,C1603R04,C1603R041,4,8.68883728726437,30.7715120228658,70.91896593692441,100,4,4,,4,100,100.0,C1603R04,35.48,-96.25
C1603R07-1,16,1603,R,1603R,C1603R07,C1603R071,7,7.754422263280821,19.335646987970897,39.7877699722631,140,6,7,,7,117,100.0,C1603R07,32.4,-95.68
C1603W01-1,16,1603,W,1603W,C1603W01,C1603W011,6,11.2136850132571,58.9819916860365,120.260014753618,100,6,6,,6,100,100.0,C1603W01,30.43,-91.92
C1603W02-1,16,1603,W,1603W,C1603W02,C1603W021,6,16.573909926972497,64.2445069761594,120.760591386165,200,5,6,,6,150,100.0,C1603W02,30.78,-92.16
C1603W03-1,16,1603,W,1603W,C1603W03,C1603W031,6,5.4689626382563,25.1141436010747,48.115212885009605,100,6,6,,6,100,100.0,C1603W03,30.57,-92.02
C1603W04-1,16,1603,W,1603W,C1603W04,C1603W041,7,4.60976898603611,33.3644211401694,135.842224323106,200,4,7,,7,100,100.0,C1603W04,30.73,-92.12
C1603W05-1,16,1603,W,1603W,C1603W05,C1603W051,4,9.14326905798439,33.0243691661465,59.2409377677985,150,4,4,,4,150,100.0,C1603W05,32.19,-92.24
C1603X01-1,16,1603,X,1603X,C1603X01,C1603X011,4,14.962341490589099,40.6500210259449,66.1584580172103,150,4,4,,4,150,100.0,C1603X01,31.0,-92.17
C1603X021,16,1603,X,1603X,C1603X02,C1603X021,5,20.4702017105038,48.258883337052204,75.1572321829704,100,5,5,,5,100,100.0,C1603X02,32.7,-89.71
C1603X03-1,16,1603,X,1603X,C1603X03,C1603X031,5,9.977948287336199,34.673821731571,57.97871050183021,100,5,5,,5,100,100.0,C1603X03,37.17,-88.65
C1603X04-1,16,1603,X,1603X,C1603X04,C1603X041,5,15.0739674713485,37.2507515817911,67.84156612617859,100,5,5,,5,100,100.0,C1603X04,30.41,-92.24
2010-MO201-C1605C01-1,16,1605,C,1605C,C1605C01,C1605C011,4,7.76376335642109,24.9113737941606,41.520460631519704,100,4,4,,4,100,100.0,C1605C01,36.97,-89.63
C1605C02-1,16,1605,C,1605C,C1605C02,C1605C021,5,9.99502286438635,,,100,1,5,,5,5,5.0,C1605C02,34.43,-90.53
2011-MO133-C1605C03-1,16,1605,C,1605C,C1605C03,C1605C031,4,5.819002062199429,35.8309182714345,54.5635115674459,100,4,4,,4,100,100.0,C1605C03,36.8,-89.41
C1605C04-1,16,1605,C,1605C,C1605C04,C1605C041,5,5.70704453872414,14.9575785129162,30.156925651079195,100,5,5,,5,100,100.0,C1605C04,35.08,-92.69
C1605C05-1,16,1605,C,1605C,C1605C05,C1605C051,6,6.2548620807732,34.0173720693501,51.1943124931713,200,4,6,,6,110,100.0,C1605C05,31.43,-93.36
C1605C06-1,16,1605,C,1605C,C1605C06,C1605C061,3,0.46295869596309297,3.23810819920687,13.095810092276599,100,3,3,,3,100,100.0,C1605C06,36.32,-89.56
C1605C10-1,16,1605,C,1605C,C1605C10,C1605C101,4,9.973045853496,37.0721364816633,73.1231543713663,100,4,4,,4,100,100.0,C1605C10,36.19,-89.68
C1605F01-1,16,1605,F,1605F,C1605F01,C1605F011,6,3.8181082295350297,18.764531650088802,23.085724321370396,200,4,6,,6,130,100.0,C1605F01,30.97,-93.54
C1605F03-1,16,1605,F,1605F,C1605F03,C1605F031,4,2.59671609736882,8.299482343648009,18.263000739859603,100,4,4,,4,100,100.0,C1605F03,35.33,-96.0
C1605F05-1,16,1605,F,1605F,C1605F05,C1605F051,5,18.7446914472829,43.624988283081706,53.2616870267636,150,5,5,,5,150,100.0,C1605F05,33.34,-92.99
C1605F09-1,16,1605,F,1605F,C1605F09,C1605F091,6,14.703197354916501,36.740850315155896,49.5505815641485,200,4,6,,6,101,100.0,C1605F09,32.69,-94.23
C1605F94-1,16,1605,F,1605F,C1605F94,C1605F941,5,20.596691596827103,46.704454829410494,63.982922521800006,200,4,5,,5,165,100.0,C1605F94,32.99,-94.03
C1605P01-1,16,1605,P,1605P,C1605P01,C1605P011,5,7.10205098098943,39.9177261895764,85.33844284142891,200,5,5,,5,200,100.0,C1605P01,32.81,-94.01
C1605P03-1,16,1605,P,1605P,C1605P03,C1605P031,6,12.3864146175708,48.3829835226685,71.73657703645351,200,4,6,,6,109,100.0,C1605P03,30.95,-93.55
C1605P05-1,16,1605,P,1605P,C1605P05,C1605P051,7,4.24736013802732,13.238100122430598,,160,4,7,,7,85,30.0,C1605P05,31.55,-95.19
C1605P08-1,16,1605,P,1605P,C1605P08,C1605P081,6,3.2664275587124503,12.1919747828922,28.7427650016221,200,4,6,,6,105,100.0,C1605P08,32.67,-94.52
C1605P86-1,16,1605,P,1605P,C1605P86,C1605P861,6,27.6965647780588,44.6344424545117,72.9173218178731,200,4,6,,6,141,100.0,C1605P86,31.92,-95.13
C1605P91-1,16,1605,P,1605P,C1605P91,C1605P911,6,4.029494389996221,14.579086301465,28.8082334434338,200,5,6,,6,105,100.0,C1605P91,31.57,-95.4
C1605P93-1,16,1605,P,1605P,C1605P93,C1605P931,5,9.7402274687687,19.498679915634998,38.535639831775605,200,4,5,,5,112,100.0,C1605P93,32.06,-95.47
C1605X02-1,16,1605,X,1605X,C1605X02,C1605X021,4,11.452577884122698,32.3633982220952,36.302670503603395,100,4,4,,4,100,100.0,C1605X02,35.69,-89.92
C1606W03-1,16,1606,W,1606W,C1606W03,C1606W031,4,64.77231762778901,,,100,1,4,,4,10,5.0,C1606W03,30.31,-90.42
C1606W04-1,16,1606,W,1606W,C1606W04,C1606W041,4,37.8185547832962,207.775324026095,980.324239874196,100,4,4,,4,100,100.0,C1606W04,29.81,-89.65
C1606W05-1,16,1606,W,1606W,C1606W05,C1606W051,5,19.086481248854998,311.840172279645,,100,4,5,,5,60,30.0,C1606W05,29.69,-90.75
C1607C01-1,16,1607,C,1607C,C1607C01,C1607C011,5,7.716742679881389,24.2958363123489,47.344229289075,100,5,5,,5,100,100.0,C1607C01,36.48,-88.84
2011-AR077-C1607C03-1,16,1607,C,1607C,C1607C03,C1607C031,5,5.626627139964651,26.192225168802,39.086385232747205,100,5,5,,5,100,100.0,C1607C03,34.75,-90.94
2010-MO069-C1607C04-1,16,1607,C,1607C,C1607C04,C1607C041,5,2.53458714359867,8.9659835966428,21.4591984877257,100,5,5,,5,100,100.0,C1607C04,36.01,-90.28
C1607C05-1,16,1607,C,1607C,C1607C05,C1607C051,6,10.7208964561911,43.161734062349005,54.576770674554005,100,6,6,,6,100,100.0,C1607C05,36.53,-88.18
C1607C10-1,16,1607,C,1607C,C1607C10,C1607C101,5,3.9143090866632004,17.8646867113678,33.817401147181,100,5,5,,5,100,100.0,C1607C10,33.68,-90.23
C1607F01-1,16,1607,F,1607F,C1607F01,C1607F011,5,13.199483068009,42.909230328052395,129.943530314116,100,5,5,,5,100,100.0,C1607F01,35.78,-94.56
C1607F03-1,16,1607,F,1607F,C1607F03,C1607F031,10,27.5838045605883,60.97402893910271,87.0573697805472,208,7,10,,10,124,100.0,C1607F03,33.1,-91.78
C1607F04-1,16,1607,F,1607F,C1607F04,C1607F041,7,22.045639230983,47.790952840485105,106.37996900464,200,6,7,,7,136,100.0,C1607F04,31.14,-94.96
C1607F09-1,16,1607,F,1607F,C1607F09,C1607F091,7,8.37365927511849,20.4671800557819,31.109405809284898,200,5,7,,7,100,100.0,C1607F09,31.59,-93.7
C1607F10-1,16,1607,F,1607F,C1607F10,C1607F101,5,29.1620713414332,100.519140278992,153.634609549914,150,4,5,,5,100,100.0,C1607F10,32.55,-93.69
C1607P01-1,16,1607,P,1607P,C1607P01,C1607P011,5,19.1256144636576,59.906467523778105,83.48572497550441,50,4,5,,5,50,100.0,C1607P01,36.29,-94.35
