upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
C0108F05-1,1,108,F,0108F,C0108F05,C0108F051,7,154.618495448762,750.672584246585,,100,6,7,,7,80,30.0,C0108F05,47.18,-124.12
C0108F06-1,1,108,F,0108F,C0108F06,C0108F061,6,23.7364597781184,102.51928747806299,207.888862736465,100,6,6,,6,100,100.0,C0108F06,44.26,-123.0
C0108P02-1,1,108,P,0108P,C0108P02,C0108P021,5,34.803009232542,122.23843396941099,325.134500513418,100,5,5,,5,100,100.0,C0108P02,45.46,-123.85
C0108P03-1,1,108,P,0108P,C0108P03,C0108P031,6,10.701052577383301,40.7177415449941,81.4804418765042,100,6,6,,6,100,100.0,C0108P03,47.1,-119.05
C0108P04-1,1,108,P,0108P,C0108P04,C0108P041,5,18.9655947564057,64.8032433429169,176.377736295298,100,5,5,,5,100,100.0,C0108P04,48.55,-122.34
C0108R02-1,1,108,R,0108R,C0108R02,C0108R021,6,11.3119168984902,22.6154213614528,30.8128624046732,100,6,6,,6,100,100.0,C0108R02,46.55,-120.5
C0108R04-1,1,108,R,0108R,C0108R04,C0108R041,6,11.105209634443,30.638688901907397,56.351624645190604,100,6,6,,6,100,100.0,C0108R04,48.41,-119.41
C0108W01-1,1,108,W,0108W,C0108W01,C0108W011,6,13.7467148154568,70.80302736205209,117.96602564193,100,6,6,,6,100,100.0,C0108W01,44.78,-123.07
C0108W02-1,1,108,W,0108W,C0108W02,C0108W021,5,13.4395949836293,81.3247691861221,163.171559791868,100,5,5,,5,100,100.0,C0108W02,44.99,-123.26
C0108W03-1,1,108,W,0108W,C0108W03,C0108W031,5,14.1926169346878,56.49720317108629,88.41857389256771,100,5,5,,5,100,100.0,C0108W03,44.22,-123.08
C0108W04-1,1,108,W,0108W,C0108W04,C0108W041,7,7.3682263319614005,42.1852348031639,70.95022213860129,100,7,7,,7,100,100.0,C0108W04,44.35,-123.31
C0108W05-1,1,108,W,0108W,C0108W05,C0108W051,7,11.633591386319099,69.6838104933112,,100,6,7,,7,60,30.0,C0108W05,46.95,-123.66
C0108W07-1,1,108,W,0108W,C0108W07,C0108W071,5,7.21630032687387,42.534484364969295,70.7852089864392,100,5,5,,5,100,100.0,C0108W07,44.78,-123.08
C0108W09-1,1,108,W,0108W,C0108W09,C0108W091,6,20.0761305487074,98.69361468442742,194.857099405172,100,6,6,,6,100,100.0,C0108W09,44.28,-123.03
C0109C01-5,1,109,C,0109C,C0109C01,C0109C015,5,4.66265067966022,12.2442002424835,22.233055760459298,100,5,5,,5,100,100.0,C0109C01,46.28,-118.93
C0109C02-1,1,109,C,0109C,C0109C02,C0109C021,4,16.925200320008198,55.796922279723304,61.776947553005705,106,4,4,,4,106,100.0,C0109C02,43.3,-116.57
C0109C04-1,1,109,C,0109C,C0109C04,C0109C041,4,7.4650474599062004,21.502236840352,37.6303832880877,100,4,4,,4,100,100.0,C0109C04,45.9,-119.41
C0109C06-1,1,109,C,0109C,C0109C06,C0109C061,3,4.73126761556159,25.331442546212102,41.2174645445074,100,3,3,,3,100,100.0,C0109C06,47.75,-120.16
C0109C07-1,1,109,C,0109C,C0109C07,C0109C071,4,3.7853104795220696,13.9944809120927,26.896997664379697,100,4,4,,4,100,100.0,C0109C07,43.73,-116.99
C0109P01-1,1,109,P,0109P,C0109P01,C0109P011,6,16.9574143937568,32.1009383196593,40.2508601799692,75,5,6,65.0,6,65,100.0,C0109P01,45.82,-119.76
C0109P02-1,1,109,P,0109P,C0109P02,C0109P021,6,3.11409853248022,15.8920285137834,28.214747174667,76,5,6,66.0,5,66,100.0,C0109P02,44.04,-121.16
C0109P03_1,1,109,P,0109P,C0109P03,C0109P031,4,8.29740362862938,31.381243358495603,74.1593870477001,100,4,4,,4,100,100.0,C0109P03,43.16,-112.32
C0109P04_1,1,109,P,0109P,C0109P04,C0109P041,3,13.4190064590494,42.2009493170422,70.37720708375049,100,3,3,,3,100,100.0,C0109P04,44.57,-113.26
C0109R01-1,1,109,R,0109R,C0109R01,C0109R011,4,3.3757389777368303,18.111330752999898,36.9553054275642,100,4,4,,4,100,100.0,C0109R01,47.28,-119.25
C0109R03-1,1,109,R,0109R,C0109R03,C0109R031,7,3.0345965199636797,20.250169512956198,28.144459199853,130,5,7,,7,100,100.0,C0109R03,44.02,-121.24
C0109R04_1,1,109,R,0109R,C0109R04,C0109R041,4,4.99648574002928,23.7358573239085,71.054709817168,100,4,4,,4,100,100.0,C0109R04,43.1,-112.34
C0109X01-1,1,109,X,0109X,C0109X01,C0109X011,5,6.996922492970951,30.5461784403203,63.096674458748396,100,5,5,,5,100,100.0,C0109X01,47.85,-119.41
C0109X02-1,1,109,X,0109X,C0109X02,C0109X021,4,2.51717796246015,12.9200964251325,30.5691711845539,100,4,4,,4,100,100.0,C0109X02,47.89,-119.55
C0109X03-1,1,109,X,0109X,C0109X03,C0109X031,4,4.7410562139068295,28.792763172931103,59.5970699904152,100,4,4,,4,100,100.0,C0109X03,47.88,-119.38
C0109X04-1,1,109,X,0109X,C0109X04,C0109X041,5,4.31773865760962,23.8911917360854,50.4389025058603,100,5,5,,5,100,100.0,C0109X04,47.79,-119.53
C0109X05-1,1,109,X,0109X,C0109X05,C0109X051,7,6.3046891541992,25.7015914402048,62.545180258284,130,6,7,,7,100,100.0,C0109X05,46.54,-118.27
C0110C01_1,1,110,C,0110C,C0110C01,C0110C011,5,3.52640627072504,24.6950037568003,55.2091264171856,100,5,5,,5,100,100.0,C0110C01,42.58,-113.83
C0110C02-1,1,110,C,0110C,C0110C02,C0110C021,5,10.1223831368116,57.938060922941396,111.37107789229401,70,5,5,,5,70,100.0,C0110C02,43.7,-116.44
C0110C03-1,1,110,C,0110C,C0110C03,C0110C031,7,6.08973914215343,32.9289952893958,76.39661007014341,152,7,7,,7,152,100.0,C0110C03,46.46,-118.35
C0110C04-1,1,110,C,0110C,C0110C04,C0110C041,4,4.464275264727941,21.4959347849054,51.85258464294171,100,4,4,,4,100,100.0,C0110C04,46.1,-119.36
C0110C05-1,1,110,C,0110C,C0110C05,C0110C051,6,1.8735065341791002,15.735098092184998,,100,5,6,,6,98,30.0,C0110C05,47.23,-119.17
C0110C06-1,1,110,C,0110C,C0110C06,C0110C061,5,5.29394254044031,25.7631268924854,67.071245830235,100,5,5,,5,100,100.0,C0110C06,46.91,-118.42
C0110C07-1,1,110,C,0110C,C0110C07,C0110C071,4,6.0925991365190395,27.588020824652,57.5737313870321,100,4,4,,4,100,100.0,C0110C07,45.68,-119.6
C0110P01_1,1,110,P,0110P,C0110P01,C0110P011,5,4.4600971987688,25.2000199212233,46.9445962290112,100,5,5,73.0,5,100,100.0,C0110P01,42.7,-115.01
C0110P03-1,1,110,P,0110P,C0110P03,C0110P031,4,14.429359169846801,34.6113931278663,112.047225253417,88,4,4,,4,88,100.0,C0110P03,43.36,-116.63
C0110P04_1,1,110,P,0110P,C0110P04,C0110P041,5,10.732974948163099,47.04871108339599,64.1777167303904,100,5,5,,5,100,100.0,C0110P04,43.0,-114.68
C0110P06-1,1,110,P,0110P,C0110P06,C0110P061,6,7.353416537322871,31.0755674223177,64.784312864583,125,6,6,,6,125,100.0,C0110P06,44.11,-116.71
C0110P07-1,1,110,P,0110P,C0110P07,C0110P071,5,26.5648716400982,66.9090972209049,88.84942321329859,100,5,5,95.0,5,100,100.0,C0110P07,44.99,-117.93
C0110R01-1,1,110,R,0110R,C0110R01,C0110R011,6,5.415386641315889,21.7339523007965,37.8780587561611,100,6,6,,6,100,100.0,C0110R01,48.8,-119.58
C0110R02-1,1,110,R,0110R,C0110R02,C0110R021,4,6.636536045353039,26.4105338946318,38.7783464527236,81,3,4,71.0,3,71,100.0,C0110R02,46.59,-118.94
C0110R03-1,1,110,R,0110R,C0110R03,C0110R031,6,5.14010531351604,18.2573001572881,36.207088800718495,71,5,6,71.0,5,71,100.0,C0110R03,45.44,-120.29
C0110R04-1,1,110,R,0110R,C0110R04,C0110R041,5,4.92859730544642,24.686476764313603,53.9698389671116,100,5,5,,5,100,100.0,C0110R04,45.53,-120.22
C0110R05-1,1,110,R,0110R,C0110R05,C0110R051,6,4.80946291823222,13.297718308371,32.3894550907665,100,6,6,,6,100,100.0,C0110R05,45.72,-120.04
C0110X01-1,1,110,X,0110X,C0110X01,C0110X011,4,4.53289679809442,22.8242662367781,27.274195534956004,47,3,4,37.0,4,37,100.0,C0110X01,46.49,-120.28
C0110X02-1,1,110,X,0110X,C0110X02,C0110X021,7,4.56299333882176,19.874064704705102,48.8796079369406,146,5,7,,7,100,100.0,C0110X02,46.69,-118.57
C0110X03-1,1,110,X,0110X,C0110X03,C0110X031,4,3.9087506757057597,16.8428432323143,48.278898801211604,110,4,4,,4,110,100.0,C0110X03,46.51,-118.94
C0111C01_1,1,111,C,0111C,C0111C01,C0111C011,4,5.31743045217314,39.9098851700012,69.2010503545606,100,4,4,,4,100,100.0,C0111C01,42.88,-113.88
C0111C02-1,1,111,C,0111C,C0111C02,C0111C021,6,9.35240501344236,45.7277545799519,87.64202521947821,100,6,6,,6,100,100.0,C0111C02,44.27,-116.77
C0111C03_1,1,111,C,0111C,C0111C03,C0111C031,6,2.7680621453731398,25.442759139201303,48.1867800808065,152,5,6,,6,127,100.0,C0111C03,43.84,-112.49
C0111C05_1,1,111,C,0111C,C0111C05,C0111C051,5,4.674348862941151,24.309873679730302,48.346739274563205,100,5,5,,5,100,100.0,C0111C05,42.98,-114.72
C0111R01-1,1,111,R,0111R,C0111R01,C0111R011,6,9.82517082742815,38.5231948081844,86.1620612924602,97,5,6,97.0,5,97,100.0,C0111R01,44.28,-116.98
C0111R02-1,1,111,R,0111R,C0111R02,C0111R021,4,11.275421344969402,45.8634197513737,57.42686158533179,40,3,4,40.0,3,40,100.0,C0111R02,43.29,-116.14
C0111R03-1,1,111,R,0111R,C0111R03,C0111R031,5,5.796931598903821,26.716089342192603,68.99009787542849,101,4,5,,5,101,100.0,C0111R03,44.28,-116.77
C0112F01-1,1,112,F,0112F,C0112F01,C0112F011,6,6.077168926935201,16.099703661244,23.4240734181895,100,6,6,,6,100,100.0,C0112F01,48.34,-119.82
C0112F02-1,1,112,F,0112F,C0112F02,C0112F021,6,2.99324353479276,32.643965936214,,100,5,6,,6,97,30.0,C0112F02,44.35,-120.56
C0112F03_1,1,112,F,0112F,C0112F03,C0112F031,3,13.272988675162802,35.6526533719227,36.3792271209496,60,3,3,,3,60,100.0,C0112F03,43.8,-111.06
C0112F04-1,1,112,F,0112F,C0112F04,C0112F041,6,51.74321345649079,67.4953056000748,90.9109599992377,100,6,6,,6,100,100.0,C0112F04,46.02,-121.58
C0112F05-1,1,112,F,0112F,C0112F05,C0112F051,4,8.225140868828209,35.3142350373943,46.65477219177521,100,4,4,,4,100,100.0,C0112F05,44.84,-118.0
C0112R01_1,1,112,R,0112R,C0112R01,C0112R011,5,19.6831751995863,37.506536547222794,68.81207122779371,100,5,5,,5,100,100.0,C0112R01,44.01,-111.73
C0112R02-1,1,112,R,0112R,C0112R02,C0112R021,5,7.843645951054519,31.0547155149646,63.5036144608426,100,5,5,,5,100,100.0,C0112R02,43.84,-116.48
C0112R03_1,1,112,R,0112R,C0112R03,C0112R031,4,5.1358637849939806,20.639388548024602,25.280435486700803,100,4,4,,4,100,100.0,C0112R03,43.21,-114.35
C0112R04-1,1,112,R,0112R,C0112R04,C0112R041,5,7.4191315548710195,26.7855425620013,43.736142307265,100,5,5,,5,100,100.0,C0112R04,43.85,-116.22
C0113C01_1,1,113,C,0113C,C0113C01,C0113C011,6,9.0340066087161,60.511019982895796,88.8372370062639,100,6,6,,6,100,100.0,C0113C01,43.31,-114.69
C0113C02-1,1,113,C,0113C,C0113C02,C0113C021,6,11.7148018706355,54.2869721747297,73.3903037850135,75,5,6,75.0,5,75,100.0,C0113C02,46.49,-117.26
C0113C03_1,1,113,C,0113C,C0113C03,C0113C031,5,4.53074046427333,33.0422691991607,88.3498047542802,100,5,5,,5,100,100.0,C0113C03,42.5,-112.14
C0113C04-1,1,113,C,0113C,C0113C04,C0113C041,7,8.480924257181501,55.1071675814742,104.389389785872,124,7,7,,7,124,100.0,C0113C04,44.99,-122.92
C0113C05-1,1,113,C,0113C,C0113C05,C0113C051,7,4.43077806593729,25.7210963222649,,150,6,7,,7,99,30.0,C0113C05,45.9,-118.72
C0113C06-1,1,113,C,0113C,C0113C06,C0113C061,7,8.91868766062969,44.698083927022296,91.51314299539949,152,6,7,,7,100,100.0,C0113C06,45.86,-118.45
C0113F01-1,1,113,F,0113F,C0113F01,C0113F011,6,40.2228316163711,80.6465155195669,125.53287043250799,100,6,6,,6,100,100.0,C0113F01,45.13,-118.75
C0113F02-1,1,113,F,0113F,C0113F02,C0113F021,6,47.2071687091384,114.07137428485599,154.77886289961,80,6,6,,6,80,100.0,C0113F02,47.46,-122.68
C0113F03-1,1,113,F,0113F,C0113F03,C0113F031,6,152.69808417643299,343.860638625895,357.705876092231,118,5,6,93.0,5,93,100.0,C0113F03,44.82,-121.53
C0113F04-1,1,113,F,0113F,C0113F04,C0113F041,6,79.41277282679471,117.22097081817499,148.061093550942,100,6,6,,6,100,100.0,C0113F04,46.79,-123.25
C0113F05-1,1,113,F,0113F,C0113F05,C0113F051,6,104.04052705534299,211.734785192714,291.423317803394,100,6,6,,6,100,100.0,C0113F05,47.04,-123.3
C0113P01_1,1,113,P,0113P,C0113P01,C0113P011,4,17.2875840763975,115.225503135116,185.41643749782298,100,4,4,,4,100,100.0,C0113P01,42.48,-112.46
C0113P03-1,1,113,P,0113P,C0113P03,C0113P031,6,9.22387805255535,46.3205227980879,121.84682641451599,100,6,6,,6,100,100.0,C0113P03,46.86,-117.75
C0113P04-1,1,113,P,0113P,C0113P04,C0113P041,5,15.2332721788868,80.45067271304391,152.815277829585,100,5,5,,5,100,100.0,C0113P04,48.11,-122.57
C0113P05-1,1,113,P,0113P,C0113P05,C0113P051,5,24.534805127971897,70.1752903780434,109.98873670623999,100,5,5,89.0,5,100,100.0,C0113P05,44.97,-117.91
C0113P06-1,1,113,P,0113P,C0113P06,C0113P061,6,27.471513837136502,68.6594767556987,98.66050942515498,100,6,6,,6,100,100.0,C0113P06,44.93,-117.96
C0113R01-1,1,113,R,0113R,C0113R01,C0113R011,3,9.8020051907074,18.3692043030413,26.1627485110842,100,3,3,,3,100,100.0,C0113R01,43.97,-116.34
C0113R02-1,1,113,R,0113R,C0113R02,C0113R021,6,5.27280227537119,24.262900643958396,50.996636118544295,92,5,6,92.0,5,92,100.0,C0113R02,46.5,-117.95
C0113R03-1,1,113,R,0113R,C0113R03,C0113R031,5,5.07750474596581,17.291504106486197,32.0559538916798,87,4,5,87.0,4,87,100.0,C0113R03,45.22,-120.97
C0113R04_1,1,113,R,0113R,C0113R04,C0113R041,6,113.110438637082,280.43449989733,394.97510450415297,100,6,6,,6,100,100.0,C0113R04,42.15,-112.03
C0113R05_1,1,113,R,0113R,C0113R05,C0113R051,5,11.8760645268799,38.7488871703495,76.5165460893551,100,5,5,,5,100,100.0,C0113R05,43.12,-112.2
C0113R06-1,1,113,R,0113R,C0113R06,C0113R061,4,4.56914033568759,21.768271111237503,42.902148405236204,100,4,4,,4,100,100.0,C0113R06,47.92,-119.3
C0113R07-1,1,113,R,0113R,C0113R07,C0113R071,4,8.192739941359191,43.62642401943621,80.3348614411592,100,4,4,,4,100,100.0,C0113R07,43.33,-115.29
C0113W01_1,1,113,W,0113W,C0113W01,C0113W011,5,25.323031776553698,68.72792506808389,290.044024291732,100,5,5,,5,100,100.0,C0113W01,43.73,-111.2
C0113W02_1,1,113,W,0113W,C0113W02,C0113W021,7,19.7775077825735,92.58853661159469,144.00776337282,110,7,7,,7,110,100.0,C0113W02,43.08,-112.53
C0113W05_1,1,113,W,0113W,C0113W05,C0113W051,5,14.070452736570001,93.1923982390805,108.53836487674499,100,5,5,,5,100,100.0,C0113W05,42.22,-111.36
C0113W06-1,1,113,W,0113W,C0113W06,C0113W061,8,152.201868401215,326.14130753825003,400.91572430064105,130,7,8,,8,100,100.0,C0113W06,45.04,-121.51
C0113W07_1,1,113,W,0113W,C0113W07,C0113W071,5,25.4126961034026,84.554868638361,167.721450496964,100,5,5,,5,100,100.0,C0113W07,43.39,-114.57
C0113X01-1,1,113,X,0113X,C0113X01,C0113X011,5,6.89911749149481,33.6074504004555,51.9883171080424,57,4,5,57.0,4,57,100.0,C0113X01,45.24,-119.78
C0113X02-1,1,113,X,0113X,C0113X02,C0113X021,8,5.64480296168059,28.004111813754502,53.299145764951106,152,6,8,,8,100,100.0,C0113X02,46.57,-117.92
C0113X03_1,1,113,X,0113X,C0113X03,C0113X031,5,21.800902922101002,58.613453855623206,95.11108746371241,152,4,5,70.0,4,70,100.0,C0113X03,43.85,-111.32
C0113X04-1,1,113,X,0113X,C0113X04,C0113X041,6,5.71740682396389,34.052394267944,66.4896674468622,75,5,6,75.0,5,75,100.0,C0113X04,45.42,-120.55
C0114C01-1,1,114,C,0114C,C0114C01,C0114C011,6,14.420556611480599,87.26577944616459,202.498588499654,100,6,6,,6,100,100.0,C0114C01,44.76,-123.2
C0114C02-1,1,114,C,0114C,C0114C02,C0114C021,6,16.4492616991366,72.54535349612951,143.500233450123,100,6,6,,6,100,100.0,C0114C02,44.58,-122.92
C0114C03-1,1,114,C,0114C,C0114C03,C0114C031,9,13.7054259659904,86.6212933351375,,100,7,9,100.0,8,94,30.0,C0114C03,46.18,-117.23
C0114C05-1,1,114,C,0114C,C0114C05,C0114C051,5,20.2343285346462,97.96961490225522,184.073164237334,152,5,5,,5,152,100.0,C0114C05,44.84,-122.81
C0114C07-1,1,114,C,0114C,C0114C07,C0114C071,8,4.95100480801365,30.871280975340902,,120,6,8,120.0,7,70,30.0,C0114C07,46.35,-117.1
C0114F01-1,1,114,F,0114F,C0114F01,C0114F011,6,43.82838325336579,94.02172432972108,117.505434606942,105,5,6,80.0,5,80,100.0,C0114F01,44.55,-120.52
C0114F02-1,1,114,F,0114F,C0114F02,C0114F021,5,26.3387859487466,138.733093456219,431.64485385948,100,5,5,,5,100,100.0,C0114F02,46.22,-122.75
C0114F03-1,1,114,F,0114F,C0114F03,C0114F031,5,32.7552034229425,210.84936880231498,353.82470679683297,100,5,5,,5,100,100.0,C0114F03,44.44,-122.71
C0114F04-1,1,114,F,0114F,C0114F04,C0114F041,7,149.047998378914,214.583059300386,341.925473943209,104,7,7,,7,104,100.0,C0114F04,43.79,-123.14
C0114F05-1,1,114,F,0114F,C0114F05,C0114F051,7,71.79580058099201,145.83582517791402,235.194560429296,100,7,7,,7,100,100.0,C0114F05,44.35,-122.86
C0114F06-1,1,114,F,0114F,C0114F06,C0114F061,7,139.05024799199302,223.893739566216,391.89690264632003,100,7,7,,7,100,100.0,C0114F06,44.46,-122.88
C0114F07-1,1,114,F,0114F,C0114F07,C0114F071,5,151.855257427119,211.002991985248,280.422738642837,100,5,5,,5,100,100.0,C0114F07,46.2,-122.82
C0114F08-1,1,114,F,0114F,C0114F08,C0114F081,5,14.9618648436644,106.312424933267,211.539585891341,100,5,5,,5,100,100.0,C0114F08,46.2,-123.18
C0114P01-1,1,114,P,0114P,C0114P01,C0114P011,6,19.8406633166415,122.20201352167,197.711165083755,100,6,6,,6,100,100.0,C0114P01,46.47,-122.81
C0114P02-1,1,114,P,0114P,C0114P02,C0114P021,5,9.44318558844939,49.7661592706435,97.7002250647316,96,4,5,71.0,4,71,100.0,C0114P02,44.61,-123.43
C0114P03-1,1,114,P,0114P,C0114P03,C0114P031,6,22.455531041605,106.668059813591,189.380804128582,100,6,6,,6,100,100.0,C0114P03,43.64,-123.62
C0114P04-1,1,114,P,0114P,C0114P04,C0114P041,6,25.388314999161302,122.14897244308901,182.55656218118,68,5,6,58.0,5,58,100.0,C0114P04,43.77,-122.47
C0114P05-1,1,114,P,0114P,C0114P05,C0114P051,5,15.3058762436573,71.4037580929547,170.100179138456,100,5,5,,5,100,100.0,C0114P05,45.14,-123.35
C0114R01_1,1,114,R,0114R,C0114R01,C0114R011,5,17.6819800810675,73.5488429301085,201.812543564343,100,5,5,,5,100,100.0,C0114R01,42.41,-111.66
C0114R02-1,1,114,R,0114R,C0114R02,C0114R021,4,14.6458716247414,41.4415417378677,51.64116204181,51,3,4,51.0,3,51,100.0,C0114R02,45.65,-117.03
C0114R03-1,1,114,R,0114R,C0114R03,C0114R031,7,8.014335738513969,33.0580039372244,60.391591032156896,100,7,7,87.0,7,100,100.0,C0114R03,44.81,-117.44
C0114R04_1,1,114,R,0114R,C0114R04,C0114R041,6,9.95639267589941,39.2152460274205,60.074751923266604,85,6,6,,6,85,100.0,C0114R04,43.33,-114.07
C0114R06-1,1,114,R,0114R,C0114R06,C0114R061,4,8.62573713746956,32.698829666769804,78.0581736565687,100,4,4,,4,100,100.0,C0114R06,44.34,-116.94
C0114R07-1,1,114,R,0114R,C0114R07,C0114R071,5,6.3362011780448695,27.484010644526,70.820813867449,152,4,5,,5,122,100.0,C0114R07,44.89,-120.76
C0114R08-1,1,114,R,0114R,C0114R08,C0114R081,7,4.436653182123679,20.7431507643863,,83,5,7,73.0,6,70,30.0,C0114R08,44.7,-120.97
C0114R09-1,1,114,R,0114R,C0114R09,C0114R091,6,16.467951203656302,77.12303508526979,143.068601057089,100,6,6,,6,100,100.0,C0114R09,45.07,-119.88
C0114W04_1,1,114,W,0114W,C0114W04,C0114W041,3,26.878273073213002,69.5703162759483,135.415545158307,100,3,3,,3,100,100.0,C0114W04,43.28,-114.67
C0114X01-1,1,114,X,0114X,C0114X01,C0114X011,4,6.599814354604349,38.0548965420723,68.18886645375,120,3,4,,4,102,100.0,C0114X01,44.3,-116.57
C0114X02-1,1,114,X,0114X,C0114X02,C0114X021,5,15.8234686184847,68.40073816685191,114.089692632015,110,5,5,,5,110,100.0,C0114X02,44.61,-117.81
C0114X03_1,1,114,X,0114X,C0114X03,C0114X031,5,9.23072810061919,52.2514963086214,134.229816210613,100,5,5,,5,100,100.0,C0114X03,42.23,-112.15
C0114X04_1,1,114,X,0114X,C0114X04,C0114X041,5,6.64441166641313,41.1812082102089,79.1615590848776,100,5,5,,5,100,100.0,C0114X04,42.14,-112.0
C0115F01-1,1,115,F,0115F,C0115F01,C0115F011,6,66.7509809581765,92.1208823851261,134.692636294519,88,6,6,,6,88,100.0,C0115F01,45.52,-121.73
C0115F02-1,1,115,F,0115F,C0115F02,C0115F021,5,130.527918067024,152.048633511482,176.52703851705897,100,5,5,,5,100,100.0,C0115F02,48.0,-122.44
C0115F03-1,1,115,F,0115F,C0115F03,C0115F031,5,63.8643948571737,158.931280954153,,100,4,5,,5,50,30.0,C0115F03,47.58,-121.98
C0115F04-1,1,115,F,0115F,C0115F04,C0115F041,7,32.3680424722992,99.0941199628354,,100,5,7,,7,62,30.0,C0115F04,47.14,-123.45
C0115F05-1,1,115,F,0115F,C0115F05,C0115F051,7,136.307122135591,340.754305547533,,60,6,7,,7,40,30.0,C0115F05,48.59,-122.23
C0115F06-1,1,115,F,0115F,C0115F06,C0115F061,4,10.610828656393,50.963159744600105,96.039336300811,100,4,4,,4,100,100.0,C0115F06,47.84,-122.52
C0115F07-1,1,115,F,0115F,C0115F07,C0115F071,4,30.284971792055302,100.318864261022,241.78864628095903,100,4,4,,4,100,100.0,C0115F07,47.98,-122.4
C0115F08-1,1,115,F,0115F,C0115F08,C0115F081,5,175.31210799908,227.800977944422,251.26303834492995,150,5,5,,5,150,100.0,C0115F08,48.0,-122.44
C0115F09-1,1,115,F,0115F,C0115F09,C0115F091,4,139.186380048718,314.664390751514,339.63445633331,50,4,4,,4,50,100.0,C0115F09,48.04,-122.8
C0115P01-1,1,115,P,0115P,C0115P01,C0115P011,3,11.2089732035076,29.602311426500503,54.6390896311137,102,3,3,,3,102,100.0,C0115P01,44.0,-116.8
C0115P03-1,1,115,P,0115P,C0115P03,C0115P031,6,23.339208493599,90.1112434449728,128.855189747109,100,6,6,,6,100,100.0,C0115P03,47.24,-122.09
C0115P04-1,1,115,P,0115P,C0115P04,C0115P041,4,34.3341021742597,58.84294319365271,,100,3,4,,4,34,30.0,C0115P04,48.36,-122.63
C0115P05-1,1,115,P,0115P,C0115P05,C0115P051,5,24.0384002693375,86.6089699064379,132.684743378475,100,5,5,,5,100,100.0,C0115P05,47.24,-122.09
C0115P06-1,1,115,P,0115P,C0115P06,C0115P061,5,20.7615979572577,61.8348135401143,95.9127234849602,100,5,5,,5,100,100.0,C0115P06,48.1,-123.14
C0115R01-1,1,115,R,0115R,C0115R01,C0115R011,6,4.796804221863191,11.058510221745601,18.6672537871858,100,6,6,,6,100,100.0,C0115R01,48.85,-119.64
C0115R02-1,1,115,R,0115R,C0115R02,C0115R021,6,12.7957213231898,34.393110916335104,60.998088982411296,100,6,6,,6,100,100.0,C0115R02,48.14,-118.88
C0115R04_1,1,115,R,0115R,C0115R04,C0115R041,2,4.33595259267903,10.4260335294053,25.659463915794,100,2,2,,2,100,100.0,C0115R04,44.04,-111.6
C0115R05-1,1,115,R,0115R,C0115R05,C0115R051,5,12.563341159107802,28.900414000072697,,100,4,5,,5,55,30.0,C0115R05,43.52,-116.95
C0115R06-1,1,115,R,0115R,C0115R06,C0115R061,6,3.24744364719813,10.628483024099099,16.3881894132947,100,6,6,,6,100,100.0,C0115R06,48.41,-119.49
C0116C01-1,1,116,C,0116C,C0116C01,C0116C011,7,10.935277815105099,68.0154152783886,96.4318315488298,100,7,7,,7,100,100.0,C0116C01,45.17,-122.63
C0116C02_1,1,116,C,0116C,C0116C02,C0116C021,4,3.33324149776025,25.9441860123843,44.421906699156,100,4,4,,4,100,100.0,C0116C02,42.34,-113.17
C0116C04-1,1,116,C,0116C,C0116C04,C0116C041,5,5.00518140730622,32.0313345989981,46.323583937873,100,5,5,,5,100,100.0,C0116C04,43.85,-116.53
C0116C05-1,1,116,C,0116C,C0116C05,C0116C051,6,9.14597766161372,42.450826088307295,70.75561508491091,100,6,6,,6,100,100.0,C0116C05,45.17,-122.75
C0116C06-1,1,116,C,0116C,C0116C06,C0116C061,5,5.848475049740441,38.40698844612611,63.7311418054325,100,5,5,,5,100,100.0,C0116C06,45.51,-122.35
C0116C07-1,1,116,C,0116C,C0116C07,C0116C071,6,12.7501313721172,60.9932800318254,96.15787206193409,100,6,6,,6,100,100.0,C0116C07,48.83,-122.59
C0116C10-1,1,116,C,0116C,C0116C10,C0116C101,5,9.737290765218882,52.9856318612917,115.768699435021,160,4,5,,5,110,100.0,C0116C10,48.48,-122.25
C0116F01-1,1,116,F,0116F,C0116F01,C0116F011,6,104.586795077023,142.48152615715202,202.10681588903302,100,6,6,,6,100,100.0,C0116F01,45.68,-117.96
C0116F02-1,1,116,F,0116F,C0116F02,C0116F021,6,131.09633865952,218.14750258284698,279.465455013387,100,6,6,,6,100,100.0,C0116F02,47.85,-122.52
